ANDA072691.json -> Annotation of FDA Label for amoxapine and CYP2D6
ANDA076037.json -> Annotation of FDA Label for nefazodone and CYP2D6
ANDA084211.json -> Annotation of FDA Label for probenecid and G6PD
ANDA086445.json -> Annotation of FDA Label for tolbutamide and G6PD
ANDA088004.json -> Annotation of FDA Label for thioridazine and CYP2D6
ANDA089338.json -> Annotation of FDA Label for quinidine and CYP2D6
BLA103705.json -> Annotation of FDA Label for rituximab and MS4A1
BLA103792.json -> Annotation of FDA Label for trastuzumab and ERBB2
BLA103792.json -> Annotation of FDA Label for trastuzumab and ESR1,ESR2,PGR
BLA103946.json -> Annotation of FDA Label for rasburicase and CYB5R1,CYB5R2,CYB5R3,CYB5R4
BLA103946.json -> Annotation of FDA Label for rasburicase and G6PD
BLA103949.json -> Annotation of FDA Label for peginterferon alfa-2b and IFNL3
BLA125019.json -> Annotation of FDA Label for ibritumomab and MS4A1
BLA125084.json -> Annotation of FDA Label for cetuximab and EGFR,KRAS,NRAS
BLA125147.json -> Annotation of FDA Label for panitumumab and EGFR,KRAS,NRAS
BLA125293.json -> Annotation of FDA Label for pegloticase and G6PD
BLA125326.json -> Annotation of FDA Label for ofatumumab and MS4A1
BLA125377.json -> Annotation of FDA Label for ipilimumab
BLA125377.json -> Annotation of FDA Label for ipilimumab and HLA-A
BLA125388.json -> Annotation of FDA Label for brentuximab vedotin and ALK
BLA125409.json -> Annotation of FDA Label for pertuzumab and ERBB2
BLA125409.json -> Annotation of FDA Label for pertuzumab and ESR1,ESR2,PGR
BLA125427.json -> Annotation of FDA Label for trastuzumab emtansine and ERBB2
BLA125460.json -> Annotation of FDA Label for elosulfase alfa and GALNS
BLA125477.json -> Annotation of FDA Label for ramucirumab and KRAS
BLA125486.json -> Annotation of FDA Label for afutuzumab and MS4A1
BLA125511.json -> Annotation of FDA Label for Parathyroid Hormones And Analogues and CASR
BLA125514.json -> Annotation of FDA Label for pembrolizumab and ALK,CD274,EGFR
BLA125514.json -> Annotation of FDA Label for pembrolizumab and BRAF
BLA125516.json -> Annotation of FDA Label for dinutuximab and MYCN
BLA125522.json -> Annotation of FDA Label for evolocumab and LDLR
BLA125554.json -> Annotation of FDA Label for nivolumab
BLA125554.json -> Annotation of FDA Label for nivolumab and ALK,BRAF,CD274,EGFR
BLA125557.json -> Annotation of FDA Label for blinatumomab and ABL1,BCR
BLA761034.json -> Annotation of FDA Label for atezolizumab and ALK,CD274,EGFR
BLA761038.json -> Annotation of FDA Label for olaratumab and PDGFRA
BLA761040.json -> Annotation of FDA Label for inotuzumab ozogamicin and ABL1,BCR
BLA761044.json -> Annotation of FDA Label for ustekinumab and IL12A,IL12B,IL23A
BLA761049.json -> Annotation of FDA Label for avelumab and CD274
BLA761052.json -> Annotation of FDA Label for cerliponase alfa and TPP1
BLA761069.json -> Annotation of FDA Label for durvalumab and CD274
BLA761107.json -> Annotation of FDA Label for emapalumab and PRF1,RAB27A,SH2D1A,STX11,STXBP2,UNC13D,XIAP
BLA761128.json -> Annotation of FDA Label for Crizanlizumab-tmca
BLA761136.json -> Annotation of FDA Label for luspatercept-aamt and HBB
BLA761137.json -> Annotation of FDA Label for enfortumab vedotin and NECTIN4
BLA761139.json -> Annotation of FDA Label for fam-trastuzumab deruxtecan-nxki and ERBB2
NDA007073.json -> Annotation of FDA Label for sulfasalazine and G6PD,NAT2
NDA008316.json -> Annotation of FDA Label for primaquine and CYB5R1,CYB5R2,CYB5R3,CYB5R4
NDA008316.json -> Annotation of FDA Label for primaquine and G6PD
NDA008453.json -> Annotation of FDA Label for succinylcholine and BCHE,CACNA1S,RYR1
NDA009218.json -> Annotation of FDA Label for warfarin and CYP2C9,PROC,PROS1,VKORC1
NDA009386.json -> Annotation of FDA Label for busulfan and ABL1,BCR
NDA009435.json -> Annotation of FDA Label for chloroprocaine and CYB5R3,G6PD
NDA009768.json -> Annotation of FDA Label for hydroxychloroquine and G6PD
NDA010721.json -> Annotation of FDA Label for meclizine and CYP2D6
NDA011792.json -> Annotation of FDA Label for carisoprodol and CYP2C19
NDA012250.json -> Annotation of FDA Label for mepivacaine and CYB5R3,G6PD
NDA012429.json -> Annotation of FDA Label for thioguanine and NUDT15,TPMT
NDA013263.json -> Annotation of FDA Label for diazepam and CYP2C19
NDA014399.json -> Annotation of FDA Label for desipramine and CYP2D6
NDA016324.json -> Annotation of FDA Label for azathioprine and NUDT15,TPMT
NDA016988.json -> Annotation of FDA Label for fluorouracil and DPYD
NDA017377.json -> Annotation of FDA Label for sulfamethoxazole / trimethoprim and G6PD,NAT2
NDA017381.json -> Annotation of FDA Label for sulfadiazine and G6PD
NDA017624.json -> Annotation of FDA Label for isoflurane and CACNA1S,RYR1
NDA017783.json -> Annotation of FDA Label for glipizide and G6PD
NDA017854.json -> Annotation of FDA Label for metoclopramide and CYB5R1,CYB5R2,CYB5R3,CYB5R4,G6PD
NDA017854.json -> Annotation of FDA Label for metoclopramide and CYP2D6
NDA018013.json -> Annotation of FDA Label for nortriptyline and CYP2D6
NDA018057.json -> Annotation of FDA Label for cisplatin and TPMT
NDA018147.json -> Annotation of FDA Label for piroxicam and CYP2C9
NDA019726.json -> Annotation of FDA Label for goserelin and ESR1,ESR2,PGR
NDA019758.json -> Annotation of FDA Label for clozapine and CYP2D6
NDA019790.json -> Annotation of FDA Label for isosorbide dinitrate and CYB5R1,CYB5R2,CYB5R3,CYB5R4
NDA019832.json -> Annotation of FDA Label for mafenide and G6PD
NDA019898.json -> Annotation of FDA Label for pravastatin and APOE
NDA019898.json -> Annotation of FDA Label for pravastatin and LDLR
NDA019906.json -> Annotation of FDA Label for clomipramine and CYP2D6
NDA019962.json -> Annotation of FDA Label for metoprolol and CYP2D6
NDA019998.json -> Annotation of FDA Label for succimer and G6PD
NDA020051.json -> Annotation of FDA Label for glibenclamide and G6PD
NDA020103.json -> Annotation of FDA Label for ondansetron and CYP2D6
NDA020118.json -> Annotation of FDA Label for desflurane and CACNA1S,RYR1
NDA020126.json -> Annotation of FDA Label for doxepin and CYP2C19,CYP2D6
NDA020215.json -> Annotation of FDA Label for isosorbide mononitrate and CYB5R1,CYB5R2,CYB5R3,CYB5R4
NDA020281.json -> Annotation of FDA Label for tramadol and CYP2D6
NDA020297.json -> Annotation of FDA Label for carvedilol and CYP2D6
NDA020406.json -> Annotation of FDA Label for lansoprazole and CYP2C19
NDA020450.json -> Annotation of FDA Label for fosphenytoin and HLA-B
NDA020478.json -> Annotation of FDA Label for sevoflurane and CACNA1S,RYR1
NDA020496.json -> Annotation of FDA Label for glimepiride and G6PD
NDA020497.json -> Annotation of FDA Label for toremifene and ESR1,ESR2
NDA020533.json -> Annotation of FDA Label for ropivacaine and CYB5R3,G6PD
NDA020541.json -> Annotation of FDA Label for anastrozole and ESR1,ESR2,PGR
NDA020571.json -> Annotation of FDA Label for irinotecan and UGT1A1
NDA020572.json -> Annotation of FDA Label for sodium phenylbutyrate and ASS1,CPS1,OTC
NDA020579.json -> Annotation of FDA Label for tamsulosin and CYP2D6
NDA020645.json -> Annotation of FDA Label for sodium benzoate / sodium phenylacetate and ARG1,ASL,ASS1,CPS1,NAGS,OTC
NDA020648.json -> Annotation of FDA Label for diazepam and CYP2C19
NDA020690.json -> Annotation of FDA Label for donepezil and CYP2D6
NDA020699.json -> Annotation of FDA Label for venlafaxine and CYP2D6
NDA020702.json -> Annotation of FDA Label for atorvastatin and LDLR
NDA020717.json -> Annotation of FDA Label for modafinil and CYP2D6
NDA020726.json -> Annotation of FDA Label for letrozole and ESR1,ESR2,PGR
NDA020727.json -> Annotation of FDA Label for hydralazine / isosorbide dinitrate and NAT2
NDA020753.json -> Annotation of FDA Label for exemestane and ESR1,ESR2,PGR
NDA020771.json -> Annotation of FDA Label for tolterodine and CYP2D6
NDA020779.json -> Annotation of FDA Label for nelfinavir and CYP2C19,CYP3A
NDA020815.json -> Annotation of FDA Label for raloxifene and ESR1,ESR2
NDA020822.json -> Annotation of FDA Label for citalopram and CYP2C19,CYP2D6
NDA020839.json -> Annotation of FDA Label for clopidogrel and CYP2C19
NDA020896.json -> Annotation of FDA Label for capecitabine and DPYD
NDA020938.json -> Annotation of FDA Label for meloxicam and CYP2C9
NDA020954.json -> Annotation of FDA Label for busulfan and ABL1,BCR
NDA020972.json -> Annotation of FDA Label for efavirenz and CYP2B6
NDA020973.json -> Annotation of FDA Label for rabeprazole and CYP2C19
NDA020977.json -> Annotation of FDA Label for abacavir and HLA-B
NDA020985.json -> Annotation of FDA Label for fluorouracil and DPYD
NDA020987.json -> Annotation of FDA Label for pantoprazole and CYP2C19
NDA020989.json -> Annotation of FDA Label for cevimeline and CYP2D6
NDA020998.json -> Annotation of FDA Label for celecoxib and CYP2C9
NDA021153.json -> Annotation of FDA Label for esomeprazole and CYP2C19
NDA021168.json -> Annotation of FDA Label for divalproex sodium and POLG
NDA021169.json -> Annotation of FDA Label for galantamine and CYP2D6
NDA021248.json -> Annotation of FDA Label for arsenic trioxide and PML,RARA
NDA021266.json -> Annotation of FDA Label for voriconazole and CYP2C19
NDA021299.json -> Annotation of FDA Label for paroxetine and CYP2D6
NDA021323.json -> Annotation of FDA Label for escitalopram and CYP2C19,CYP2D6
NDA021344.json -> Annotation of FDA Label for fulvestrant and ESR1,ESR2,PGR
NDA021366.json -> Annotation of FDA Label for rosuvastatin and SLCO1B1
NDA021372.json -> Annotation of FDA Label for palonosetron and CYP2D6
NDA021411.json -> Annotation of FDA Label for atomoxetine and CYP2D6
NDA021416.json -> Annotation of FDA Label for propafenone and CYP2D6
NDA021427.json -> Annotation of FDA Label for duloxetine and CYP2D6
NDA021436.json -> Annotation of FDA Label for aripiprazole and CYP2D6
